COORD_X,COORD_Y,PRECIO_OFERTA,PRECIO_INTEGRAL,ESTRATO,UPZ,TIPO_INMUEBLE,BAÑOS,COCINAS,ALCOBAS,UBICACION_LOTE,INFLUENCIA_VIA,AREA,DIST_SALUD,DIST_CAI,DIST_EDU,DIST_VIA
100546.937,114951.201,480000000.000,4982871.38,5,6,0,5,1,3,4,2,96.32999999,1713.223004,946.5044627,370.2577789,1437.616887
100559.227,114986.318,395000000.000,3302399.465,5,6,0,3,1,3,4,2,119.61,1750.428044,983.709503,407.4628193,1230.412527
100498.232,114992.425,575000000.000,4183643.772,5,6,0,4,1,4,4,2,137.44,1603.868946,1000.839783,424.593099,2003.824896
101197.313,117403.352,155000000.000,2282768.778,4,6,0,2,1,3,4,1,67.89999999,1121.444359,2406.01011,383.5097826,1541.901804
101056.43,117357.058,145000000.000,1774785.802,5,6,0,2,1,3,2,1,81.69999999,1141.736396,2399.134187,403.8018197,2735.122289
101087.042,117439.505,175000000.000,2113526.57,5,6,0,3,1,3,2,1,82.8,1053.803843,2487.06674,315.8692665,1608.292656
100909.375,117253.406,235000000.000,2539442.403,5,6,0,2,1,3,2,1,92.54000001,1392.225061,3058.456913,383.6079835,704.7949648
100325.389,115066.564,1120000000.000,18607742.15,5,6,0,5,1,4,2,2,60.19,1199.094953,1405.613775,118.4871367,687.9122944
100337.704,115062.926,585000000.000,5441860.465,5,6,0,4,1,4,2,2,107.5,1412.661817,1192.046911,332.0540006,671.6759714
100126.475,114519.422,370000000.000,2881619.938,6,7,0,3,1,4,2,1,128.4,1677.642912,2136.782824,548.7362702,1844.434497
100238.731,114469.585,510000000.000,2489019.034,6,7,0,3,1,4,2,1,204.9,1797.624579,2256.764492,418.6139979,653.8953299
100261.96,114414.353,470000000.000,2851941.748,6,7,0,3,1,4,2,1,164.8,1878.837809,2233.906342,358.9442739,1700.846572
100173.785,114672.158,450000000.000,6704410.012,6,7,0,3,1,3,2,1,67.12,1569.076154,2028.216066,647.1624233,1695.859837
100184.42,114648.451,300000000.000,3316749.585,6,7,0,2,1,3,2,1,90.45000001,1593.494697,2052.634609,622.7438802,1879.658211
99746.364,113218.966,650000000.000,3925120.773,6,7,0,3,1,3,2,1,165.6,2874.772881,2257.133161,294.9501396,1567.274405
99765.042,113212.193,700000000.000,4199160.168,6,7,0,4,1,4,2,1,166.7,2874.844973,2257.205253,295.0222309,1808.648146
99831.641,113386.539,550000000.000,3345498.783,6,7,0,4,1,3,2,1,164.4,3063.859995,2446.220275,484.0372535,1097.83828
99514.379,113211.266,330000000.000,1198257.081,6,7,0,3,1,3,2,1,275.3999999,2887.850864,2737.001727,900.1373037,2256.444811
99630.352,113458.185,390000000.000,2220450.922,6,7,0,3,1,3,2,1,175.64,2947.925037,2342.857343,851.8936409,526.2088897
99673.178,113449.024,540000000.000,3074470.508,6,7,0,3,1,3,2,1,175.64,3172.98129,2577.189899,615.0068773,2112.933578
99705.317,113441.39,530000000.000,3017535.869,6,7,0,3,1,3,2,1,175.64,3174.755184,2575.416005,613.2329835,674.8555742
99711.202,113533.837,670000000.000,2534998.108,6,7,0,4,1,4,2,1,264.3,2918.664296,2313.596602,822.6329001,558.343145
99621.893,113543.973,800000000.000,2787747.848,6,7,0,5,1,5,1,1,286.97,2947.925037,2342.857343,851.8936409,526.2088897
99726.088,115476.639,106000000.000,1665619.107,3,9,0,2,1,3,4,4,63.64000002,507.6444198,965.4970074,630.662963,2350.710963
99751.963,115469.363,106000000.000,1665619.107,3,9,0,2,1,3,4,4,63.64000002,534.6406462,990.6285473,657.6591893,1796.478129
99780.815,115463.41,96000000.000,1508485.229,3,9,0,2,1,3,4,4,63.64000002,613.91938,1052.665624,648.4381737,2317.520366
99825.876,115326.452,70000000.000,932090.546,3,9,0,2,1,2,2,4,75.1,685.4982785,1144.638191,487.3848787,1538.303613
99862.467,115384.396,80000000.000,1223241.59,3,9,0,2,1,2,2,4,65.40000001,778.6226404,1237.762553,580.5092406,1286.087488
99886.755,115437.181,78000000.000,1034482.759,3,9,0,2,1,3,2,4,75.39999997,813.6031692,1272.743082,615.4897694,1220.793101
99049.229,115073.953,58000000.000,1058394.161,3,10,0,2,1,3,1,2,54.79999998,1229.955054,1227.877476,66.73703549,1213.549497
99225.028,115566.475,57000000.000,1173805.601,3,10,0,2,1,3,2,2,48.56000001,874.5039049,1332.356492,233.8697614,1195.93316
99305.637,116177.742,63000000.000,1435079.727,3,9,0,1,1,2,1,1,43.89999999,209.8647223,233.5382354,113.5527562,1178.958073
99305.586,116282.312,63000000.000,1267605.634,3,9,0,2,1,2,2,1,49.69999999,108.1876465,335.2153112,59.8140204,1161.344168
99308.919,116299.298,46000000.000,948453.608,3,9,0,1,1,1,2,1,48.50000001,90.67445988,352.7284978,77.32720701,1144.088308
99723.161,117508.194,53000000.000,992509.363,3,9,0,2,1,3,1,2,53.40000002,1420.407625,702.5264331,137.626653,1126.379977
99763.696,117479.185,60000000.000,1123595.506,3,9,0,2,1,3,1,2,53.39999998,1470.16696,752.2857677,187.3859876,1107.828929
99463.557,116926.92,70000000.000,1258540.093,4,9,0,2,1,3,2,2,55.62000002,707.1460524,33.39806794,48.64644479,1091.047798
99876.892,117770.974,50000000.000,1011326.861,3,9,0,1,1,3,2,2,49.43999999,1664.555887,946.6746947,360.5708542,1490.009796
99953.307,117739.675,50000000.000,1023122.57,3,9,0,1,1,3,2,2,48.87,1738.295215,1020.414023,431.6643229,1121.967068
101431.852,110799.014,162000000.000,2140026.42,5,5,0,3,1,3,3,1,75.7,702.4520223,518.3837437,722.6299602,1046.195073
101369.153,110944.756,150000000.000,2111486.486,5,5,0,2,1,2,3,1,71.04000002,724.7308039,540.6625253,744.9087418,1051.666216
101357.308,110755.879,285000000.000,1798107.256,5,5,0,3,1,3,2,1,158.5,616.193687,306.2571596,636.3716248,974.7921855
101197.467,111001.119,170000000.000,3899082.569,5,5,0,2,1,3,2,1,43.6,534.5805067,498.4592658,700.3628026,1063.103907
101125.24,110902.621,180000000.000,1876955.162,5,5,0,2,1,3,2,1,95.89999998,503.2069025,357.6428389,552.4752172,1032.87479
101297.153,110569.028,110000000.000,1806239.737,5,5,0,1,1,2,2,3,60.90000001,418.4933496,44.28431617,438.6712875,1109.409606
100346.643,115105.278,365000000.000,1454762.854,5,6,0,4,1,3,2,2,250.9,1243.198248,1361.51048,162.5904321,1103.271428
100340.106,115086.427,400000000.000,1594260.662,5,6,0,3,1,4,2,2,250.8999999,1223.731026,1380.977702,143.1232102,1068.036381
100354.406,115124.13,350000000.000,1394978.079,5,6,0,3,1,3,2,2,250.9,1358.974984,1245.733745,278.3671676,991.0129881
100391.582,114752.487,470000000.000,1990091.883,5,7,0,5,1,4,2,4,236.17,1480.313284,1912.831288,265.8672655,1085.830332
100456.546,114744.09,560000000.000,2223104.407,5,7,0,4,1,4,2,4,251.8999999,2213.714054,1059.993055,451.4481838,513.3023434
100666.304,113208.656,190000000.000,1862745.098,4,7,0,4,1,4,1,1,102,1898.699794,1040.924692,194.7718581,2333.000297
101882.763,113550.084,140000000.000,1565995.526,3,4,0,3,1,4,1,1,89.39999998,1303.243749,1360.597635,806.6775627,1726.982872
101568.719,113749.311,250000000.000,2004811.548,5,7,0,3,1,5,1,1,124.7,2102.65408,500.1986038,278.1428766,2390.213189
101514.242,113765.176,160000000.000,2027883.397,5,7,0,3,1,3,2,1,78.89999999,2048.155468,445.6999925,223.6442652,2494.94256
102105.078,113863.17,118000000.000,1414868.106,3,4,0,3,1,3,2,1,83.39999997,1525.094153,1388.55488,213.5918971,3611.645365
102107.741,113739.435,100000000.000,3455425.017,3,4,0,2,1,3,1,1,28.94,1431.606327,1276.027063,409.5734142,3683.088393
102187.517,113717.296,80000000.000,1702127.66,3,4,0,1,1,2,4,1,46.99999999,1395.535687,1258.996414,323.5260133,4667.026013
102114.179,113796.238,172000000.000,2974749.222,3,4,0,2,1,3,1,1,57.81999999,1490.971349,1354.432076,342.3694459,4903.358606
102139.724,113787.97,140000000.000,2523886.786,3,4,0,2,1,2,1,1,55.46999999,1465.222058,1328.682785,273.4639919,2380.361319
102153.714,113881.378,90000000.000,1152368.758,3,4,0,2,1,3,2,1,78.1,1558.110357,1421.571084,180.5756929,3922.37675
101965.602,113629.134,140000000.000,1565995.526,3,4,0,2,1,3,2,1,89.39999998,1173.98584,1295.986944,677.419654,3866.763895
101985.526,113688.679,110000000.000,1230425.056,3,4,0,2,1,3,2,1,89.39999999,1236.671656,1233.301128,740.1054704,4016.491585
101880.551,113670.772,80000000.000,1650505.467,3,4,0,2,1,3,2,1,48.47000001,1287.978084,1263.553981,791.4118979,3235.622079
101997.393,113801.076,130000000.000,1454138.702,3,4,0,2,1,3,4,1,89.40000003,1614.854211,1191.598006,477.6467982,2862.877267
102047.61,113939.189,150000000.000,1677852.349,3,4,0,3,1,3,4,1,89.4,1732.855839,1338.073151,331.171653,3617.351545
102023.743,113864.047,140000000.000,1565995.526,3,4,0,2,1,3,4,1,89.39999998,1682.628308,1259.372102,409.8727016,3292.3578
102051.206,113855.58,148000000.000,1655480.984,3,4,0,3,1,3,4,1,89.40000002,1684.701618,1261.445412,407.7993916,1097.655738
101339.005,113710.469,145000000.000,1844783.715,5,7,0,2,1,3,4,1,78.6,2021.551335,414.4155195,197.0401323,3378.114337
101197.098,113775.921,165000000.000,1853516.064,5,7,0,2,1,3,4,1,89.01999999,1689.003691,96.78672544,182.6592024,3110.068938
101171.538,113718.559,160000000.000,1797348.91,5,7,0,2,1,3,4,1,89.02000002,1626.206212,159.5842044,245.4566814,4167.603387
100758.758,113338.436,195000000.000,2002053.388,4,7,0,3,1,4,1,1,97.4,1776.750617,918.9755151,102.8286971,4116.570159
100717.711,113396.301,128000000.000,1987577.64,4,7,0,2,1,2,2,1,64.39999999,1759.95181,902.1767077,180.5448124,3620.379407
100626.435,113457.928,125000000.000,2228163.993,4,7,0,2,1,3,2,1,56.1,1961.629661,1103.854559,297.0622913,3715.467836
100466.741,113510.629,160000000.000,1525262.154,4,7,0,2,1,4,5,1,104.9,2206.783871,1349.008769,146.8220155,3991.851737
99356.309,117553.268,190000000.000,462962.963,2,9,1,10,5,10,2,1,410.4,1480.194586,794.6695184,302.1427159,3930.757739
101678.48,111272.679,500000000.000,1862197.393,5,5,1,7,1,7,2,1,268.5,1055.262437,635.2649369,472.4478702,2775.111738
101912.267,111988.954,528000000.000,1250592.136,5,5,1,6,1,5,2,1,422.2000001,1564.295153,882.472329,924.4581276,3208.239685
101914.513,112001.759,410000000.000,1175795.813,5,5,1,6,1,5,2,1,348.7,1551.294893,895.4725891,937.4583877,3315.727602
101494.049,111016.252,345000000.000,820451.843,5,5,1,6,1,8,2,1,420.5,903.2391549,719.1708764,858.105992,3650.763055
100400.232,111472.205,395000000.000,1164230.134,4,8,1,6,1,6,2,1,339.2800001,328.063102,1110.236756,9.589010749,3852.48029
102726.28,113782.154,255000000.000,678552.422,3,4,1,6,1,6,2,1,375.7999997,967.0701629,1107.459299,180.5668355,3805.793762
99190.988,117752.321,110000000.000,351325.455,2,9,1,6,3,10,2,1,313.1000001,1195.642842,1065.074307,251.0440057,4106.139444
99853.268,112974.254,850000000.000,4967855.056,6,7,1,6,1,4,4,1,171.1,2636.905958,2162.115157,274.0818574,4539.770223
102364.793,112981.892,418000000.000,1230135.374,3,4,1,6,2,8,2,1,339.7999999,502.7493909,269.1599648,146.6564364,3739.787972
102141.204,110324.167,350000000.000,1170568.562,5,5,1,5,1,6,2,1,299,476.9046543,1171.661748,301.5568021,2731.36068
101523.2,111426.665,500000000.000,1504664.46,5,5,1,5,1,6,2,1,332.3,1038.22678,795.2422459,602.7725877,1362.925617
101503.46,111429.88,320000000.000,2404207.363,5,5,1,5,2,7,2,1,133.1,1018.227148,775.2426139,622.7722196,3158.753348
100149.543,112724.162,340000000.000,1126200.729,5,7,1,5,1,4,2,1,301.8999999,2005.530225,1842.702335,247.6780275,2921.593088
95648.3,115900.384,85000000.000,452850.293,2,11,1,5,5,10,2,1,187.7,1011.185273,1432.862206,326.2775525,4053.241402
101242.542,113534.091,400000000.000,1550387.597,5,7,1,5,1,5,2,1,258,1622.099826,458.5267434,520.2660611,3935.060587
102409.622,113685.392,100000000.000,712758.375,3,4,1,5,2,9,2,1,140.3,1175.750582,1047.443312,191.8515607,1618.123609
100672.731,114809.03,580000000.000,2542744.41,5,7,1,5,1,4,2,3,228.1,1941.85786,794.689669,218.4429853,1663.024503
100573.618,114845.09,450000000.000,2228826.152,5,7,1,5,1,4,2,3,201.9,2149.433662,995.7126631,387.1677915,1586.740674
102754.735,114235.33,185000000.000,974196.946,3,4,1,5,1,5,2,1,189.9,1622.607706,1736.125801,53.95498737,2017.203303
95839.739,116571.779,80000000.000,454545.455,2,11,1,5,3,6,2,1,175.9999998,855.0058747,1045.478048,117.4639904,2044.100014
102915.416,114454.845,325000000.000,871313.673,3,4,1,5,2,9,2,1,373,1770.078316,1910.467453,336.560142,1990.838243
102360.193,113407.683,260000000.000,966902.194,3,4,1,5,4,13,2,1,268.9,867.4422474,735.7935093,278.1848289,2060.525336
102171.72,113515.299,230000000.000,916334.661,3,4,1,5,1,9,2,1,251.0000001,886.44709,1030.224374,389.8809039,839.1490705
101986.885,113143.275,230000000.000,634762.93,3,4,1,5,3,8,2,1,362.3399999,255.2889402,719.5924001,254.4879013,762.527686
100244.086,112879.994,420000000.000,1583113.456,5,7,1,5,1,5,2,1,265.3000001,2087.522639,1920.836748,132.6921902,715.0688569
100054.702,111663.008,380000000.000,1202151.218,4,8,1,5,1,6,2,1,316.1,860.040611,1642.214265,153.0359394,663.0437117
99719.291,113320.869,1500000000.000,6155108.74,6,7,1,5,1,4,2,1,243.7,3080.232399,2669.93879,707.7557688,734.3261475
99951.936,113555.259,700000000.000,3338102.051,6,7,1,5,1,4,2,1,209.7,2709.969145,2104.90145,613.9377482,711.2477194
95933.227,116610.673,75000000.000,375563.345,2,11,1,5,3,9,2,1,199.7,917.1664318,888.4803184,117.352965,855.7143599
101202.924,111575.334,440000000.000,1075794.621,5,5,1,5,2,9,2,1,409,442.0968401,432.3182411,226.4161999,744.8305207
101231.907,111063.486,420000000.000,1544117.647,5,5,1,5,1,5,2,1,272,576.9866362,588.5478253,633.1196088,778.3374552
100868.147,113328.48,360000000.000,1940910.071,4,7,1,5,1,5,2,2,185.48,1562.372122,704.5970201,141.5558134,909.4772961
100528.942,113622.115,340000000.000,1316298.877,4,7,1,5,2,7,2,2,258.3000001,1842.099699,984.3245968,158.0647978,760.0953291
100588.426,113611.593,720000000.000,1780855.8,4,7,1,5,2,4,1,2,404.3,1782.9642,925.1890979,98.92929896,696.4038004
99901.182,112623.513,230000000.000,1329479.769,5,7,1,4,1,4,2,3,173,2202.185553,2041.185568,492.8601637,679.8946307
102110.365,110159.263,548000000.000,1478284.327,5,5,1,4,1,5,2,4,370.7,647.9042864,1108.468626,356.0857885,619.314006
102183.339,110274.741,355000000.000,1223294.28,5,5,1,4,1,4,2,1,290.2,429.8923453,1220.927426,347.2443638,750.985894
101929.031,110320.146,550000000.000,1219512.195,5,5,1,4,2,7,2,1,451,922.7941624,1036.356715,297.47013,215.6288057
102082.086,110732.991,348000000.000,1208333.333,5,5,1,4,1,4,2,1,288.0000001,379.8947803,1148.391596,211.0280943,980.3109086
102139.767,111167.481,750000000.000,2895752.896,5,5,1,4,1,4,1,1,259,925.4604521,1168.456967,246.6153682,679.0220607
102100.944,111199.051,455000000.000,2080475.537,5,5,1,4,1,3,7,1,218.7,1026.694807,1184.323786,262.4821873,602.6701321
102119.26,111310.541,400000000.000,1324854.266,5,5,1,4,1,5,2,1,301.92,1022.007154,993.7865682,67.14399307,668.1965843
100012.057,111473.904,350000000.000,1583710.407,4,8,1,4,1,5,2,1,221,774.3699333,1556.734449,84.93077237,631.3727418
100460.576,111596.158,245000000.000,991501.416,4,8,1,4,1,4,1,1,247.1000001,396.2904665,1178.464121,121.2901027,662.1709757
102003.472,111739.303,530000000.000,1453647.833,5,5,1,4,1,4,2,1,364.6000001,1537.891436,872.2434452,565.1813106,732.8330162
101841.268,111782.81,335000000.000,1341609.932,5,5,1,4,1,4,2,1,249.7,1579.875589,706.8275162,730.5972397,769.2957594
101115.367,112383.916,275000000.000,1251706.873,5,7,1,4,1,4,2,1,219.7,1742.883952,1584.755076,940.1676748,1918.07127
100314.507,112710.836,360000000.000,1485700.136,5,7,1,4,1,3,2,1,242.31,1848.359716,1681.673825,408.7065376,2078.969403
99556.16,113031.79,400000000.000,2257336.343,6,7,0,4,1,3,4,1,177.2,2586.979697,2436.13056,721.5309414,2072.602901
100085.87,113266.463,1200000000.000,4844570.044,6,7,1,4,1,4,4,1,247.7,2502.635547,1731.808038,34.63172961,2107.403041
101130.94,113173.2,270000000.000,2025658.339,5,7,1,4,1,4,1,1,133.29,960.8007491,840.8917559,250.9137857,2481.150717
101776.597,113221.363,200000000.000,645161.29,3,4,1,4,4,11,2,1,310.0000002,350.2459703,997.3226622,361.9145235,2397.028897
99872.463,113791.707,850000000.000,3345139.709,6,7,1,4,1,5,2,2,254.1,2127.112093,1836.617331,787.1525912,2448.567497
99900.451,113786.356,1100000000.000,4537953.795,6,7,1,4,1,4,2,2,242.4,2153.83525,1863.340488,760.4294343,2427.098225
101582.19,113475.395,400000000.000,2474175.79,5,7,1,4,1,4,4,1,161.67,2383.569879,742.36802,558.0994117,2484.7257
101735.52,113643.887,380000000.000,2350467.001,5,7,1,4,1,4,4,1,161.67,2458.872304,856.4168281,634.3611008,2314.129871
102227.983,113524.034,145000000.000,675990.676,3,4,1,4,3,6,2,1,214.5,868.3345532,1012.111837,371.7683672,2347.084072
102219.967,113550.648,178000000.000,508280.982,3,4,1,4,4,9,2,1,350.2000002,879.1316223,1022.908907,382.5654363,3402.039791
94864.77,116127.142,68000000.000,330578.512,2,11,1,4,4,8,2,1,205.7000002,298.4783073,2209.905634,203.9158978,1749.452018
94953.157,116286.375,85000000.000,456989.247,2,11,1,4,2,4,2,1,186.0000001,341.6305483,2023.83042,160.4342785,3729.792422
100471.079,114446.468,320000000.000,2010555.416,5,7,1,4,1,4,7,1,159.16,2661.021875,1212.904708,677.2753768,3538.138146
102358.596,113798.828,120000000.000,835073.069,3,4,1,4,2,5,2,1,143.7,1323.151934,1193.944392,105.1025736,3918.81322
95639.818,116540.674,100000000.000,683526.999,2,11,1,4,3,5,1,1,146.3000001,807.4091751,1261.027675,151.7298536,4045.635839
102646.408,113916.503,220000000.000,682170.543,3,4,1,4,3,9,2,1,322.4999998,1222.914339,1363.303475,206.8990588,3052.791579
101459.591,114284.719,550000000.000,1358024.691,5,7,1,4,1,4,1,1,405.0000001,2188.280211,734.861219,52.08533417,2822.69455
100883.714,114736.619,235000000.000,2108758.076,5,7,1,4,1,4,5,4,111.44,2073.945692,662.029336,45.48364779,3189.214635
100708.296,114692.218,410000000.000,2501525.32,5,7,1,4,1,4,2,1,163.9,2020.847037,817.9323498,209.3874782,2386.292728
101827.683,115024.561,430000000.000,2283226.252,4,4,1,4,1,4,2,1,188.33,2966.934065,1513.515073,196.9628483,1322.942288
102081.209,115228.031,260000000.000,2090536.303,4,4,1,4,1,5,1,2,124.37,2837.113096,1949.62277,190.8530563,2258.000036
102120.982,115221.16,300000000.000,1991370.727,4,4,1,4,1,4,1,2,150.65,2809.589031,2072.55823,163.3289915,2213.770485
102370.784,116527.803,200000000.000,2047082.907,3,3,1,4,1,4,1,1,97.69999999,2129.864546,2238.680284,371.1255518,2865.851979
101560.875,117469.761,300000000.000,1663893.511,3,3,1,4,1,5,1,1,180.3,856.2154102,2345.446931,299.1226721,1470.732921
103137.7,118587.615,185000000.000,2146171.694,4,1,1,4,1,3,1,1,86.19999999,1657.724718,1704.599614,299.1784111,1598.209524
99683.51,111324.653,380000000.000,474140.62,5,8,1,4,1,4,1,1,801.4500002,1125.206593,1923.76039,247.6978535,886.9377761
99895.305,111217.95,370000000.000,1291899.441,5,8,1,4,1,5,2,1,286.4000001,876.1947146,1674.748511,120.1529435,867.4555367
99700.48,111442.127,300000000.000,1353179.973,5,8,1,4,1,4,7,1,221.7,1118.40481,1916.958607,343.1875687,929.3472921
95534.984,116387.448,120000000.000,1021276.596,2,11,1,4,1,8,2,1,117.5,1018.448407,1451.955471,108.985129,837.5979164
102151.787,110387.067,288000000.000,926640.927,5,5,1,4,1,5,2,1,310.7999999,411.0407451,1145.39365,231.4371841,864.424266
102398.752,112085.625,230000000.000,1301641.2,5,5,1,4,1,5,1,1,176.7,992.5779886,1241.976375,1035.549128,842.9892993
102775.483,114171.478,165000000.000,1941176.471,3,4,1,4,1,3,1,2,84.99999998,1488.534667,1628.923803,197.3126265,895.1620594
102727.412,114326.897,190000000.000,865603.645,3,4,1,4,2,6,2,1,219.4999999,1652.827503,1761.141352,49.98442107,1796.389232
101978.854,110553.611,500000000.000,2036659.878,5,5,1,4,1,4,2,1,245.5,438.2395548,908.4326435,256.4230565,1803.290156
101894.55,110715.885,470000000.000,2105263.158,5,5,1,4,1,4,2,1,223.25,522.3121246,947.9604077,353.4454385,1543.744625
101781.694,110501.383,730000000.000,1599824.677,5,5,1,4,1,5,2,1,456.2999999,693.3792846,701.0678445,407.6689935,1904.666125
102102.021,111918.394,430000000.000,1622029.423,5,5,1,4,1,3,2,1,265.1,1413.7311,1041.513265,691.2691563,2102.419989
101988.852,112050.941,425000000.000,1897321.429,5,5,1,4,1,4,2,1,223.9999999,1425.247615,1021.519867,934.0181368,2047.420897
101897.968,112992.439,140000000.000,560000,3,4,1,4,3,4,2,1,250,5.750495063,655.4400149,32.48762062,1188.598627
101565.951,112065.069,380000000.000,1685891.748,5,5,1,4,1,5,2,1,225.4,1549.918058,826.4721063,1214.000418,1144.249913
101567.529,112073.932,330000000.000,1739588.824,5,5,1,4,1,3,2,1,189.7000001,1540.983692,832.8471731,1220.375485,1317.753064
102652.016,117169.788,870000000.000,2645180.906,3,3,1,4,1,4,3,3,328.9,1626.570471,1463.232476,249.6715301,1579.219299
101247.823,113308.915,130000000.000,563258.232,3,7,1,4,6,8,2,1,230.8000001,963.8121898,739.7370532,259.77063,1500.952838
101111.736,112964.822,260000000.000,1285219.97,5,7,1,4,1,4,2,1,202.3000001,1181.609584,1030.417493,304.1017252,1805.808809
101085.27,113127.506,340000000.000,1367658.89,5,7,1,4,1,3,2,1,248.6,1021.598109,870.4060184,266.199814,1747.425643
101507.913,114313.049,700000000.000,2800000,5,7,1,4,1,6,2,1,250,2193.857233,740.4382407,6.474530092,1470.743981
101321.567,114885.817,460000000.000,3059324.288,5,6,1,4,1,4,1,1,150.36,2661.513691,1024.918076,159.5108972,1630.383971
100470.851,112995.27,355000000.000,2631383.886,5,7,1,4,1,4,2,1,134.91,1894.654458,1727.968567,416.41947,1658.855323
100388.406,111469.205,340000000.000,1895206.243,4,8,1,4,1,6,1,1,179.4,373.1021334,1155.275788,35.45002066,1691.170587
100301.593,112816.22,285000000.000,2142857.143,5,7,1,4,1,4,2,1,133,2000.792065,1837.964175,332.5194435,1711.913986
100093.449,111437.591,350000000.000,1202749.141,4,8,1,4,1,5,2,1,291,631.2384692,1413.412123,197.6637898,1739.619634
100199.685,112734.178,350000000.000,1812532.367,5,7,1,4,1,5,1,1,193.1,2008.778324,1845.950434,285.045982,1752.386241
100180.626,112915.91,485000000.000,1670110.193,5,7,1,4,1,4,1,1,290.4,2129.223673,1962.537782,85.87651973,1749.530287
100814.601,117293.517,310000000.000,2324360.801,5,6,1,4,1,4,2,1,133.37,1466.275269,3132.507122,457.6581919,1728.990617
100236.123,115859.243,85000000.000,373790.677,2,6,1,4,4,8,2,1,227.4000001,1232.335332,1474.102222,177.7752672,1829.888488
99582.01,116025.231,115000000.000,440444.274,2,9,1,4,1,4,2,1,261.1000001,637.018399,490.9172478,282.0696748,1825.706444
99143.383,114534.539,67000000.000,553719.008,2,10,1,4,2,6,2,1,121.0000001,1133.156582,1053.358002,203.8804874,1616.911513
99342.135,115673.764,240000000.000,849737.997,3,9,1,4,4,6,2,1,282.4400001,27.84510567,512.8496841,177.6560708,1754.01805
99341.938,115689.153,220000000.000,689655.172,3,9,1,4,3,7,2,1,319.0000002,43.14500537,497.5497844,192.9559705,1698.547766
99379.259,116337.554,70000000.000,489510.49,3,9,1,4,2,6,2,1,142.9999999,226.0906009,472.1160467,125.0250551,1562.674472
98412.055,114370.057,123000000.000,476190.476,2,10,1,4,4,13,2,1,258.3000001,213.855023,391.5609681,194.5145551,1618.941527
101034.047,111315.965,290000000.000,1456554.495,5,5,1,4,1,4,1,1,199.1,126.4787804,831.0304992,334.8991592,1646.521845
101058.552,111271.688,280000000.000,1406328.478,5,5,1,4,1,4,1,1,199.1,178.8138119,883.3655307,387.2341907,1599.175097
100477.683,113103.008,600000000.000,2275312.856,5,7,1,4,1,5,2,1,263.6999999,1923.434284,1756.748393,277.8585443,1661.00156
99216.76,114928.771,900000000.000,396248.844,3,10,1,4,1,4,2,1,2271.300002,1603.642913,2062.782825,1234.317664,1675.424573
100772.462,113287.526,290000000.000,1315192.744,4,7,1,4,1,5,2,1,220.5,1711.011646,853.2365434,37.08972541,1574.017942
100807.511,113515.165,275000000.000,1068376.068,4,7,1,4,1,5,2,2,257.4000001,1541.246422,683.4713201,173.3991108,2049.894881
102577.035,112774.726,320000000.000,1174311.927,3,4,1,4,4,6,2,1,272.4999999,877.6930771,371.160925,382.8354201,2116.881797
102575.178,112795.226,410000000.000,1583011.583,3,4,1,4,2,7,2,1,259,857.7739027,391.0800994,362.9162457,2140.400354
100720.497,113089.172,300000000.000,1005361.93,4,7,1,4,1,4,2,1,298.4000001,1775.060317,1011.351919,189.4302859,314.7928277
100594.895,113457.338,355000000.000,1105574.587,4,7,1,4,1,5,2,1,321.1000001,1891.067236,1033.292134,143.5688599,2076.877936
100298.075,112685.058,550000000.000,2073124.764,5,7,1,3,1,4,1,3,265.3000001,1806.234948,1639.549057,450.8943269,714.0185127
102091.336,111140.773,380000000.000,1574150.787,5,5,1,3,1,4,2,1,241.4,966.1322907,1243.616697,321.7750989,777.8971517
101622.517,111475.564,445000000.000,2430365.92,5,5,1,3,1,4,2,1,183.1,1099.762715,709.4286218,573.0321874,741.645009
100556.305,111471.783,340000000.000,1440677.966,4,8,1,3,1,4,2,1,236,177.0120408,959.1856951,160.6400719,701.0392267
100302.663,111406.543,270000000.000,1058823.529,4,8,1,3,1,5,2,1,255.0000001,438.9586492,1221.132303,101.3065364,773.8331483
102001.736,111672.301,400000000.000,1704303.366,5,5,1,3,1,4,2,1,234.7,1451.794456,838.419916,479.0843301,805.1732255
101801.795,111794.914,460000000.000,1982758.621,5,5,1,3,1,3,2,1,232,1538.588512,665.5404386,771.8843173,877.3712852
100934.427,112473.187,250000000.000,1225490.196,5,7,1,3,1,5,2,1,204,1982.902806,1700.281505,853.3447019,892.7964721
101047.961,112910.446,285000000.000,1009206.799,5,7,1,3,1,4,2,1,282.4,1256.641336,1106.614977,377.857599,823.3866729
100858.386,112925.698,290000000.000,976529.616,5,7,1,3,1,5,2,1,296.9699999,1446.444235,1000.215125,230.5185834,717.3527871
100179.763,112963.044,380000000.000,1582937.599,5,7,1,3,1,4,2,1,240.06,2105.718253,1939.032362,109.3819399,788.1487395
101717.933,113041.253,150000000.000,512645.249,3,4,1,3,2,6,1,1,292.6000003,220.2232334,867.5343875,150.6014572,772.4514212
101044.103,113214.708,280000000.000,1031307.551,5,7,1,3,1,4,2,1,271.4999999,1062.340394,775.2960703,149.374141,841.7527624
96631.402,115018.505,49000000.000,863740.525,2,11,1,3,1,4,1,1,56.73000002,1784.749107,1605.398525,462.5538719,805.021586
